VentaID,FechaVenta,Anio,MesNumero,MesNombre,ClienteID,ClienteNombre,SegmentoCliente,IndustriaCliente,ProductoID,ProductoNombre,CategoriaProducto,MarcaProducto,RegionID,RegionNombre,Pais,ResponsableRegionEmail,VendedorID,VendedorNombre,CanalVenta,EstadoPedido,MetodoPago,Cantidad,PrecioUnitario,CostoUnitario,DescuentoPct,ImporteBruto,ImporteDescuento,ImporteNeto,CostoTotal,Margen,FechaCarga
VEN-00084,2026-04-28,2026,4,Abril,C003,Fabrikam Digital,Corporate,technology,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Marketplace,Completado,Tarjeta,5,820.00,510.00,0.03,4100.00,123.00,3977.00,2550.00,1427.00,2026-08-05
VEN-00085,2026-03-19,2026,3,Marzo,C005,Litware Stores,SMB,retail,P003,Power BI Premium User,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Enterprise Sales,Cancelado,Transferencia,9,22.80,7.20,0.03,205.20,6.16,199.04,64.80,134.24,2026-08-05
VEN-00086,2026-03-28,2026,3,Marzo,C002,Contoso Market,Enterprise,retail,P004,Azure Data Lake Storage,Storage,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Partner,Completado,Transferencia,11,95.00,42.00,0.05,1045.00,52.25,992.75,462.00,530.75,2026-08-05
VEN-00087,2026-01-27,2026,1,Enero,C010,Blue Yonder Airlines,Enterprise,travel,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Online,Cancelado,Tarjeta,8,820.00,510.00,0.15,6560.00,984.00,5576.00,4080.00,1496.00,2026-08-05
VEN-00088,2026-02-26,2026,2,Febrero,C003,Fabrikam Digital,Corporate,technology,P004,Azure Data Lake Storage,Storage,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Cancelado,Orden de compra,4,95.00,42.00,0.15,380.00,57.00,323.00,168.00,155.00,2026-08-05
VEN-00089,2026-01-04,2026,1,Enero,C009,Graphic Design Institute,Corporate,education,P004,Azure Data Lake Storage,Storage,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Online,Cancelado,Transferencia,9,95.00,42.00,0.00,855.00,0.00,855.00,378.00,477.00,2026-08-05
VEN-00090,2026-03-30,2026,3,Marzo,C003,Fabrikam Digital,Corporate,technology,P004,Azure Data Lake Storage,Storage,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V003,Lucia Perez,Online,Completado,Orden de compra,7,95.00,42.00,0.15,665.00,99.75,565.25,294.00,271.25,2026-08-05
VEN-00091,2026-05-19,2026,5,Mayo,C007,Tailspin Toys,SMB,retail,P006,Data Engineering Workshop,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V002,Carlos Molina,Online,Completado,Tarjeta,6,680.00,180.00,0.15,4080.00,612.00,3468.00,1080.00,2388.00,2026-08-05
VEN-00092,2026-02-21,2026,2,Febrero,C008,Wide World Importers,Enterprise,distribution,P008,Governance Advisory,Consulting,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V003,Lucia Perez,Marketplace,Cancelado,Tarjeta,11,1250.00,420.00,0.10,13750.00,1375.00,12375.00,4620.00,7755.00,2026-08-05
VEN-00093,2026-01-28,2026,1,Enero,C002,Contoso Market,Enterprise,retail,P008,Governance Advisory,Consulting,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Enterprise Sales,Cancelado,Transferencia,3,1250.00,420.00,0.00,3750.00,0.00,3750.00,1260.00,2490.00,2026-08-05
VEN-00094,2026-03-09,2026,3,Marzo,C006,Proseware Labs,SMB,technology,P003,Power BI Premium User,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V003,Lucia Perez,Marketplace,Completado,Transferencia,5,22.80,7.20,0.00,114.00,0.00,114.00,36.00,78.00,2026-08-05
VEN-00095,2026-02-07,2026,2,Febrero,C004,Adventure Works,Corporate,manufacturing,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V001,Ana Torres,Marketplace,Completado,Tarjeta,3,310.00,155.00,0.00,930.00,0.00,930.00,465.00,465.00,2026-08-05
VEN-00096,2026-05-31,2026,5,Mayo,C005,Litware Stores,SMB,retail,P008,Governance Advisory,Consulting,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Marketplace,Cancelado,Transferencia,5,1250.00,420.00,0.00,6250.00,0.00,6250.00,2100.00,4150.00,2026-08-05
VEN-00097,2026-01-21,2026,1,Enero,C005,Litware Stores,SMB,retail,P004,Azure Data Lake Storage,Storage,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Enterprise Sales,Cancelado,Tarjeta,5,95.00,42.00,0.10,475.00,47.50,427.50,210.00,217.50,2026-08-05
VEN-00098,2026-04-03,2026,4,Abril,C010,Blue Yonder Airlines,Enterprise,travel,P003,Power BI Premium User,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V003,Lucia Perez,Marketplace,Pendiente,Transferencia,4,22.80,7.20,0.15,91.20,13.68,77.52,28.80,48.72,2026-08-05
VEN-00099,2026-06-07,2026,6,Junio,C003,Fabrikam Digital,Corporate,technology,P004,Azure Data Lake Storage,Storage,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V003,Lucia Perez,Partner,Completado,Tarjeta,9,95.00,42.00,0.00,855.00,0.00,855.00,378.00,477.00,2026-08-05
VEN-00100,2026-03-13,2026,3,Marzo,C002,Contoso Market,Enterprise,retail,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Online,Completado,Transferencia,1,820.00,510.00,0.15,820.00,123.00,697.00,510.00,187.00,2026-08-05
VEN-00101,2026-04-29,2026,4,Abril,C001,Northwind Retail,Enterprise,retail,P003,Power BI Premium User,Business Intelligence,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V003,Lucia Perez,Marketplace,Pendiente,Orden de compra,4,22.80,7.20,0.08,91.20,7.30,83.90,28.80,55.10,2026-08-05
VEN-00102,2026-04-30,2026,4,Abril,C009,Graphic Design Institute,Corporate,education,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Online,Completado,Transferencia,4,310.00,155.00,0.03,1240.00,37.20,1202.80,620.00,582.80,2026-08-05
VEN-00103,2026-04-20,2026,4,Abril,C006,Proseware Labs,SMB,technology,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V002,Carlos Molina,Enterprise Sales,Pendiente,Transferencia,12,820.00,510.00,0.05,9840.00,492.00,9348.00,6120.00,3228.00,2026-08-05
VEN-00104,2026-05-06,2026,5,Mayo,C008,Wide World Importers,Enterprise,distribution,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V003,Lucia Perez,Online,Completado,Orden de compra,7,310.00,155.00,0.03,2170.00,65.10,2104.90,1085.00,1019.90,2026-08-05
VEN-00105,2026-02-16,2026,2,Febrero,C005,Litware Stores,SMB,retail,P003,Power BI Premium User,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V005,Sofia Ramirez,Online,Completado,Orden de compra,3,22.80,7.20,0.15,68.40,10.26,58.14,21.60,36.54,2026-08-05
VEN-00106,2026-01-30,2026,1,Enero,C007,Tailspin Toys,SMB,retail,P006,Data Engineering Workshop,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V003,Lucia Perez,Enterprise Sales,Completado,Tarjeta,8,680.00,180.00,0.03,5440.00,163.20,5276.80,1440.00,3836.80,2026-08-05
VEN-00107,2026-03-17,2026,3,Marzo,C001,Northwind Retail,Enterprise,retail,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Partner,Completado,Transferencia,3,310.00,155.00,0.15,930.00,139.50,790.50,465.00,325.50,2026-08-05
VEN-00108,2026-01-21,2026,1,Enero,C007,Tailspin Toys,SMB,retail,P007,DP-600 Exam Prep,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Partner,Pendiente,Transferencia,9,420.00,95.00,0.00,3780.00,0.00,3780.00,855.00,2925.00,2026-08-05
VEN-00109,2026-02-17,2026,2,Febrero,C006,Proseware Labs,SMB,technology,P006,Data Engineering Workshop,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Marketplace,Completado,Orden de compra,1,680.00,180.00,0.08,680.00,54.40,625.60,180.00,445.60,2026-08-05
VEN-00110,2026-03-29,2026,3,Marzo,C004,Adventure Works,Corporate,manufacturing,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V004,Miguel Santos,Partner,Completado,Orden de compra,8,820.00,510.00,0.03,6560.00,196.80,6363.20,4080.00,2283.20,2026-08-05
VEN-00111,2026-06-01,2026,6,Junio,C006,Proseware Labs,SMB,technology,P008,Governance Advisory,Consulting,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V003,Lucia Perez,Online,Completado,Tarjeta,5,1250.00,420.00,0.08,6250.00,500.00,5750.00,2100.00,3650.00,2026-08-05
VEN-00112,2026-05-23,2026,5,Mayo,C005,Litware Stores,SMB,retail,P007,DP-600 Exam Prep,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V002,Carlos Molina,Partner,Cancelado,Tarjeta,2,420.00,95.00,0.05,840.00,42.00,798.00,190.00,608.00,2026-08-05
VEN-00113,2026-01-04,2026,1,Enero,C006,Proseware Labs,SMB,technology,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Cancelado,Tarjeta,2,310.00,155.00,0.10,620.00,62.00,558.00,310.00,248.00,2026-08-05
VEN-00114,2026-03-26,2026,3,Marzo,C008,Wide World Importers,Enterprise,distribution,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Marketplace,Cancelado,Orden de compra,3,310.00,155.00,0.15,930.00,139.50,790.50,465.00,325.50,2026-08-05
VEN-00115,2026-01-08,2026,1,Enero,C002,Contoso Market,Enterprise,retail,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Online,Cancelado,Orden de compra,1,820.00,510.00,0.10,820.00,82.00,738.00,510.00,228.00,2026-08-05
VEN-00116,2026-02-23,2026,2,Febrero,C007,Tailspin Toys,SMB,retail,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V001,Ana Torres,Online,Completado,Transferencia,12,820.00,510.00,0.10,9840.00,984.00,8856.00,6120.00,2736.00,2026-08-05
VEN-00117,2026-03-27,2026,3,Marzo,C006,Proseware Labs,SMB,technology,P002,Power BI Pro,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V005,Sofia Ramirez,Marketplace,Pendiente,Tarjeta,10,13.70,4.10,0.10,137.00,13.70,123.30,41.00,82.30,2026-08-05
VEN-00118,2026-02-14,2026,2,Febrero,C002,Contoso Market,Enterprise,retail,P003,Power BI Premium User,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Completado,Transferencia,5,22.80,7.20,0.00,114.00,0.00,114.00,36.00,78.00,2026-08-05
VEN-00119,2026-04-13,2026,4,Abril,C010,Blue Yonder Airlines,Enterprise,travel,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Cancelado,Orden de compra,2,820.00,510.00,0.10,1640.00,164.00,1476.00,1020.00,456.00,2026-08-05
VEN-00120,2026-02-21,2026,2,Febrero,C002,Contoso Market,Enterprise,retail,P008,Governance Advisory,Consulting,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Cancelado,Orden de compra,5,1250.00,420.00,0.08,6250.00,500.00,5750.00,2100.00,3650.00,2026-08-05
VEN-00121,2026-06-22,2026,6,Junio,C002,Contoso Market,Enterprise,retail,P004,Azure Data Lake Storage,Storage,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Online,Cancelado,Tarjeta,10,95.00,42.00,0.03,950.00,28.50,921.50,420.00,501.50,2026-08-05
VEN-00122,2026-03-25,2026,3,Marzo,C002,Contoso Market,Enterprise,retail,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Enterprise Sales,Pendiente,Tarjeta,10,820.00,510.00,0.05,8200.00,410.00,7790.00,5100.00,2690.00,2026-08-05
VEN-00123,2026-05-13,2026,5,Mayo,C005,Litware Stores,SMB,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Online,Pendiente,Orden de compra,8,13.70,4.10,0.10,109.60,10.96,98.64,32.80,65.84,2026-08-05
VEN-00124,2026-04-28,2026,4,Abril,C009,Graphic Design Institute,Corporate,education,P004,Azure Data Lake Storage,Storage,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V003,Lucia Perez,Online,Completado,Transferencia,10,95.00,42.00,0.03,950.00,28.50,921.50,420.00,501.50,2026-08-05
VEN-00125,2026-05-02,2026,5,Mayo,C004,Adventure Works,Corporate,manufacturing,P004,Azure Data Lake Storage,Storage,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Online,Completado,Orden de compra,4,95.00,42.00,0.03,380.00,11.40,368.60,168.00,200.60,2026-08-05
VEN-00126,2026-01-17,2026,1,Enero,C010,Blue Yonder Airlines,Enterprise,travel,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V002,Carlos Molina,Partner,Completado,Transferencia,8,310.00,155.00,0.15,2480.00,372.00,2108.00,1240.00,868.00,2026-08-05
VEN-00127,2026-03-18,2026,3,Marzo,C007,Tailspin Toys,SMB,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Online,Cancelado,Orden de compra,8,13.70,4.10,0.05,109.60,5.48,104.12,32.80,71.32,2026-08-05
VEN-00128,2026-04-27,2026,4,Abril,C001,Northwind Retail,Enterprise,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Marketplace,Pendiente,Transferencia,10,13.70,4.10,0.00,137.00,0.00,137.00,41.00,96.00,2026-08-05
VEN-00129,2026-05-24,2026,5,Mayo,C008,Wide World Importers,Enterprise,distribution,P004,Azure Data Lake Storage,Storage,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V002,Carlos Molina,Online,Completado,Transferencia,12,95.00,42.00,0.05,1140.00,57.00,1083.00,504.00,579.00,2026-08-05
VEN-00130,2026-02-06,2026,2,Febrero,C005,Litware Stores,SMB,retail,P008,Governance Advisory,Consulting,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Partner,Completado,Tarjeta,1,1250.00,420.00,0.10,1250.00,125.00,1125.00,420.00,705.00,2026-08-05
VEN-00131,2026-05-03,2026,5,Mayo,C005,Litware Stores,SMB,retail,P006,Data Engineering Workshop,Training,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Enterprise Sales,Completado,Tarjeta,6,680.00,180.00,0.15,4080.00,612.00,3468.00,1080.00,2388.00,2026-08-05
VEN-00132,2026-02-20,2026,2,Febrero,C010,Blue Yonder Airlines,Enterprise,travel,P007,DP-600 Exam Prep,Training,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V002,Carlos Molina,Enterprise Sales,Pendiente,Transferencia,2,420.00,95.00,0.03,840.00,25.20,814.80,190.00,624.80,2026-08-05
VEN-00133,2026-01-07,2026,1,Enero,C006,Proseware Labs,SMB,technology,P002,Power BI Pro,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V003,Lucia Perez,Enterprise Sales,Completado,Transferencia,6,13.70,4.10,0.03,82.20,2.47,79.73,24.60,55.13,2026-08-05
VEN-00134,2026-05-28,2026,5,Mayo,C002,Contoso Market,Enterprise,retail,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Enterprise Sales,Pendiente,Tarjeta,9,310.00,155.00,0.15,2790.00,418.50,2371.50,1395.00,976.50,2026-08-05
VEN-00135,2026-06-20,2026,6,Junio,C004,Adventure Works,Corporate,manufacturing,P002,Power BI Pro,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Enterprise Sales,Completado,Orden de compra,4,13.70,4.10,0.05,54.80,2.74,52.06,16.40,35.66,2026-08-05
VEN-00136,2026-01-26,2026,1,Enero,C001,Northwind Retail,Enterprise,retail,P003,Power BI Premium User,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Marketplace,Cancelado,Transferencia,6,22.80,7.20,0.03,136.80,4.10,132.70,43.20,89.50,2026-08-05
VEN-00137,2026-04-27,2026,4,Abril,C003,Fabrikam Digital,Corporate,technology,P008,Governance Advisory,Consulting,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V003,Lucia Perez,Partner,Completado,Tarjeta,12,1250.00,420.00,0.15,15000.00,2250.00,12750.00,5040.00,7710.00,2026-08-05
VEN-00138,2026-03-29,2026,3,Marzo,C001,Northwind Retail,Enterprise,retail,P008,Governance Advisory,Consulting,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Marketplace,Completado,Orden de compra,3,1250.00,420.00,0.05,3750.00,187.50,3562.50,1260.00,2302.50,2026-08-05
VEN-00139,2026-03-09,2026,3,Marzo,C004,Adventure Works,Corporate,manufacturing,P003,Power BI Premium User,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Marketplace,Completado,Orden de compra,12,22.80,7.20,0.08,273.60,21.89,251.71,86.40,165.31,2026-08-05
VEN-00140,2026-06-19,2026,6,Junio,C009,Graphic Design Institute,Corporate,education,P007,DP-600 Exam Prep,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V004,Miguel Santos,Marketplace,Completado,Orden de compra,5,420.00,95.00,0.00,2100.00,0.00,2100.00,475.00,1625.00,2026-08-05
VEN-00141,2026-04-30,2026,4,Abril,C001,Northwind Retail,Enterprise,retail,P006,Data Engineering Workshop,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Online,Completado,Tarjeta,7,680.00,180.00,0.08,4760.00,380.80,4379.20,1260.00,3119.20,2026-08-05
VEN-00142,2026-04-22,2026,4,Abril,C006,Proseware Labs,SMB,technology,P003,Power BI Premium User,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Online,Pendiente,Tarjeta,1,22.80,7.20,0.05,22.80,1.14,21.66,7.20,14.46,2026-08-05
VEN-00143,2026-04-05,2026,4,Abril,C008,Wide World Importers,Enterprise,distribution,P007,DP-600 Exam Prep,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Enterprise Sales,Completado,Orden de compra,5,420.00,95.00,0.03,2100.00,63.00,2037.00,475.00,1562.00,2026-08-05
VEN-00144,2026-05-25,2026,5,Mayo,C003,Fabrikam Digital,Corporate,technology,P003,Power BI Premium User,Business Intelligence,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Enterprise Sales,Pendiente,Tarjeta,2,22.80,7.20,0.10,45.60,4.56,41.04,14.40,26.64,2026-08-05
VEN-00145,2026-04-18,2026,4,Abril,C007,Tailspin Toys,SMB,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V005,Sofia Ramirez,Partner,Completado,Transferencia,11,13.70,4.10,0.03,150.70,4.52,146.18,45.10,101.08,2026-08-05
VEN-00146,2026-06-30,2026,6,Junio,C002,Contoso Market,Enterprise,retail,P007,DP-600 Exam Prep,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V005,Sofia Ramirez,Partner,Completado,Transferencia,9,420.00,95.00,0.00,3780.00,0.00,3780.00,855.00,2925.00,2026-08-05
VEN-00147,2026-05-15,2026,5,Mayo,C010,Blue Yonder Airlines,Enterprise,travel,P008,Governance Advisory,Consulting,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Partner,Completado,Transferencia,3,1250.00,420.00,0.15,3750.00,562.50,3187.50,1260.00,1927.50,2026-08-05
VEN-00148,2026-06-16,2026,6,Junio,C005,Litware Stores,SMB,retail,P007,DP-600 Exam Prep,Training,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V005,Sofia Ramirez,Marketplace,Completado,Orden de compra,7,420.00,95.00,0.05,2940.00,147.00,2793.00,665.00,2128.00,2026-08-05
VEN-00149,2026-02-14,2026,2,Febrero,C005,Litware Stores,SMB,retail,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V004,Miguel Santos,Online,Completado,Transferencia,10,310.00,155.00,0.03,3100.00,93.00,3007.00,1550.00,1457.00,2026-08-05
VEN-00150,2026-01-23,2026,1,Enero,C009,Graphic Design Institute,Corporate,education,P006,Data Engineering Workshop,Training,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V002,Carlos Molina,Partner,Completado,Transferencia,10,680.00,180.00,0.15,6800.00,1020.00,5780.00,1800.00,3980.00,2026-08-05
VEN-00151,2026-02-14,2026,2,Febrero,C006,Proseware Labs,SMB,technology,P008,Governance Advisory,Consulting,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Partner,Cancelado,Orden de compra,12,1250.00,420.00,0.05,15000.00,750.00,14250.00,5040.00,9210.00,2026-08-05
VEN-00152,2026-05-01,2026,5,Mayo,C006,Proseware Labs,SMB,technology,P003,Power BI Premium User,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Online,Cancelado,Orden de compra,11,22.80,7.20,0.03,250.80,7.52,243.28,79.20,164.08,2026-08-05
VEN-00153,2026-02-16,2026,2,Febrero,C002,Contoso Market,Enterprise,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V005,Sofia Ramirez,Marketplace,Pendiente,Orden de compra,2,13.70,4.10,0.00,27.40,0.00,27.40,8.20,19.20,2026-08-05
VEN-00154,2026-02-06,2026,2,Febrero,C003,Fabrikam Digital,Corporate,technology,P003,Power BI Premium User,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Online,Pendiente,Orden de compra,5,22.80,7.20,0.00,114.00,0.00,114.00,36.00,78.00,2026-08-05
VEN-00155,2026-01-16,2026,1,Enero,C006,Proseware Labs,SMB,technology,P006,Data Engineering Workshop,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Enterprise Sales,Cancelado,Orden de compra,11,680.00,180.00,0.05,7480.00,374.00,7106.00,1980.00,5126.00,2026-08-05
VEN-00156,2026-01-22,2026,1,Enero,C010,Blue Yonder Airlines,Enterprise,travel,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Online,Cancelado,Orden de compra,12,820.00,510.00,0.08,9840.00,787.20,9052.80,6120.00,2932.80,2026-08-05
VEN-00157,2026-05-11,2026,5,Mayo,C001,Northwind Retail,Enterprise,retail,P004,Azure Data Lake Storage,Storage,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Online,Completado,Tarjeta,7,95.00,42.00,0.00,665.00,0.00,665.00,294.00,371.00,2026-08-05
VEN-00158,2026-05-13,2026,5,Mayo,C010,Blue Yonder Airlines,Enterprise,travel,P006,Data Engineering Workshop,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Completado,Orden de compra,9,680.00,180.00,0.00,6120.00,0.00,6120.00,1620.00,4500.00,2026-08-05
VEN-00159,2026-03-17,2026,3,Marzo,C009,Graphic Design Institute,Corporate,education,P006,Data Engineering Workshop,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Partner,Completado,Transferencia,6,680.00,180.00,0.00,4080.00,0.00,4080.00,1080.00,3000.00,2026-08-05
VEN-00160,2026-06-14,2026,6,Junio,C004,Adventure Works,Corporate,manufacturing,P004,Azure Data Lake Storage,Storage,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V004,Miguel Santos,Marketplace,Pendiente,Transferencia,10,95.00,42.00,0.15,950.00,142.50,807.50,420.00,387.50,2026-08-05
VEN-00161,2026-05-18,2026,5,Mayo,C004,Adventure Works,Corporate,manufacturing,P003,Power BI Premium User,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Completado,Tarjeta,12,22.80,7.20,0.15,273.60,41.04,232.56,86.40,146.16,2026-08-05
VEN-00162,2026-06-01,2026,6,Junio,C010,Blue Yonder Airlines,Enterprise,travel,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V002,Carlos Molina,Online,Completado,Transferencia,4,820.00,510.00,0.00,3280.00,0.00,3280.00,2040.00,1240.00,2026-08-05
VEN-00163,2026-01-26,2026,1,Enero,C008,Wide World Importers,Enterprise,distribution,P002,Power BI Pro,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Online,Cancelado,Orden de compra,11,13.70,4.10,0.03,150.70,4.52,146.18,45.10,101.08,2026-08-05
VEN-00164,2026-03-28,2026,3,Marzo,C001,Northwind Retail,Enterprise,retail,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Marketplace,Completado,Tarjeta,12,310.00,155.00,0.08,3720.00,297.60,3422.40,1860.00,1562.40,2026-08-05
VEN-00165,2026-06-28,2026,6,Junio,C004,Adventure Works,Corporate,manufacturing,P002,Power BI Pro,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V005,Sofia Ramirez,Partner,Cancelado,Tarjeta,7,13.70,4.10,0.10,95.90,9.59,86.31,28.70,57.61,2026-08-05
VEN-00166,2026-04-27,2026,4,Abril,C004,Adventure Works,Corporate,manufacturing,P002,Power BI Pro,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V001,Ana Torres,Online,Completado,Orden de compra,8,13.70,4.10,0.00,109.60,0.00,109.60,32.80,76.80,2026-08-05
VEN-00167,2026-03-15,2026,3,Marzo,C007,Tailspin Toys,SMB,retail,P007,DP-600 Exam Prep,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Online,Completado,Transferencia,7,420.00,95.00,0.00,2940.00,0.00,2940.00,665.00,2275.00,2026-08-05
